,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,0,0.0,287844.0,0.0,287844
1,1000,0.0706169700006285,138213.0,28.07351658100015,52345
2,2000,0.14135246600017126,115717.0,55.175066839001374,52298
3,5000,0.35378418800064537,91310.0,135.7165250500002,50679
4,10000,0.7214566630009358,74313.0,267.03492467700016,50679
5,20000,1.4629691629997978,62451.0,532.8366085360012,50679
