,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1,0.0,287844.0,0.0,287844
1,100,0.006810413000494009,231158.0,2.6967746740010625,72162
2,250,0.017088990000047488,195978.0,6.477833570999792,53162
3,500,0.033988744999078335,150719.0,12.213337646000582,53010
4,750,0.05092989499826217,135210.0,17.853819230000227,53010
5,1000,0.06776249500035192,126051.0,23.43726547999904,53010
6,1250,0.08443655199880595,117012.0,29.160875043999113,53010
7,1500,0.10108797199791297,113678.0,34.87743515799957,53010
8,2000,0.13419868299752125,105448.0,46.23604563999834,53010
9,5000,0.33157950899840216,78698.0,114.1667639599982,53010
