,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1,0.0,287844.0,0.0,287844
1,100,0.0065404490014771,222386.0,2.669715528998495,72462
2,250,0.016585146000579698,187866.0,6.390368967000541,52865
3,500,0.03341287000148441,145938.0,11.939455890998943,52258
4,750,0.05020994600272388,135008.0,17.834472669997922,52258
5,1000,0.06684899000174482,125902.0,23.77785425500042,52258
6,1250,0.08309732300040196,119741.0,29.639888781999616,52258
7,1500,0.09960441700241063,116891.0,35.47655139500057,52258
8,2000,0.13221274300303776,113244.0,47.31916385799923,52258
9,5000,0.32490400000097,95627.0,118.518282781999,52258
