KLIMOV;Evgeniy;RUS;88.4;127.5;73.5;17.5;17;16.5;17;17;51;9;0;-0.42;5.5;130;1;1;18 NOV 2018;Wisla (POL)
KLIMOV;Evgeniy;RUS;88.7;131.5;80.7;15.5;17;16;16.5;16.5;49;10;0;-0.28;3.7;133.4;1;2;18 NOV 2018;Wisla (POL)
LEYHE;Stephan;GER;88.1;124.5;68.1;17;17;16.5;17;17;51;8;3.6;-0.05;0.7;123.4;6;1;18 NOV 2018;Wisla (POL)
LEYHE;Stephan;GER;88.8;130.5;78.9;18;18.5;18.5;18.5;18;55;10;0;0.06;-0.6;133.3;2;2;18 NOV 2018;Wisla (POL)
KOBAYASHI;Ryoyu;JPN;88.1;137.5;91.5;11.5;15;15;11.5;11;38;9;0;0.46;-5;124.5;3;1;18 NOV 2018;Wisla (POL)
KOBAYASHI;Ryoyu;JPN;88.1;127;72.6;17;18;17.5;16.5;17;51.5;9;3.6;-0.26;3.4;131.1;6;2;18 NOV 2018;Wisla (POL)
STOCH;Kamil;POL;87.4;126.5;71.7;17.5;18;17;17.5;18;53;8;3.6;0.03;-0.3;128;2;1;18 NOV 2018;Wisla (POL)
STOCH;Kamil;POL;87.8;127;72.6;17;17.5;16.5;16.5;17;50.5;10;0;-0.32;4.2;127.3;11;2;18 NOV 2018;Wisla (POL)
ZAJC;Timi;SLO;87.9;126;70.8;17.5;18;17.5;18;17.5;53;9;0;-0.02;0.3;124.1;4;1;18 NOV 2018;Wisla (POL)
ZAJC;Timi;SLO;88;127;72.6;17.5;18;17.5;18;17.5;53;10;0;-0.28;3.7;129.3;9;2;18 NOV 2018;Wisla (POL)
ZYLA;Piotr;POL;87.7;124.5;68.1;17.5;17.5;17;17.5;17.5;52.5;8;3.6;0.26;-2.8;121.4;9;1;18 NOV 2018;Wisla (POL)
ZYLA;Piotr;POL;88.1;131;79.8;17;17.5;16.5;16.5;16.5;50;10;0;-0.01;0.1;129.9;7;2;18 NOV 2018;Wisla (POL)
AALTO;Antti;FIN;88.1;123;65.4;18;17.5;17.5;17.5;17.5;52.5;9;0;-0.43;5.6;123.5;5;1;18 NOV 2018;Wisla (POL)
AALTO;Antti;FIN;88.4;127;72.6;18;18;18.5;18;18;54;10;0;-0.07;0.9;127.5;10;2;18 NOV 2018;Wisla (POL)
KUBACKI;Dawid;POL;87.5;124;67.2;17.5;17.5;17.5;17.5;17.5;52.5;8;3.6;0.37;-4;119.3;12;1;18 NOV 2018;Wisla (POL)
KUBACKI;Dawid;POL;88.3;128;74.4;17;17.5;17.5;18;18;53;10;0;-0.3;3.9;131.3;5;2;18 NOV 2018;Wisla (POL)
GEIGER;Karl;GER;87.8;120.5;60.9;17;17;16.5;17;17;51;8;3.6;-0.12;1.6;117.1;18;1;18 NOV 2018;Wisla (POL)
GEIGER;Karl;GER;88.8;129;76.2;17;18;17;16.5;17;51;10;0;-0.4;5.2;132.4;3;2;18 NOV 2018;Wisla (POL)
FORFANG;Johann Andre;NOR;87.6;122.5;64.5;16.5;17.5;17;17;17.5;51.5;8;3.6;0.23;-2.5;117.1;18;1;18 NOV 2018;Wisla (POL)
FORFANG;Johann Andre;NOR;88.5;128;74.4;17.5;18;18;17.5;18;53.5;10;0;-0.33;4.3;132.2;4;2;18 NOV 2018;Wisla (POL)
WELLINGER;Andreas;GER;88.1;123.5;66.3;18;17.5;18;17.5;18;53.5;8;3.6;0.12;-1.3;122.1;7;1;18 NOV 2018;Wisla (POL)
WELLINGER;Andreas;GER;88.7;132;81.6;15;16;15.5;15;16;46.5;10;0;0.13;-1.4;126.7;12;2;18 NOV 2018;Wisla (POL)
POLASEK;Viktor;CZE;87.9;127;72.6;17.5;17;17.5;17.5;17;52;9;0;0.6;-6.5;118.1;16;1;18 NOV 2018;Wisla (POL)
POLASEK;Viktor;CZE;88.4;127;72.6;18.5;18;18.5;18;18;54.5;10;0;-0.2;2.6;129.7;8;2;18 NOV 2018;Wisla (POL)
SIEGEL;David;GER;88;121;61.8;17.5;17.5;17;17;17.5;52;9;0;-0.4;5.2;119;13;1;18 NOV 2018;Wisla (POL)
SIEGEL;David;GER;88.2;124.5;68.1;18;18;18.5;17.5;18.5;54.5;10;0;-0.16;2.1;124.7;14;2;18 NOV 2018;Wisla (POL)
FANNEMEL;Anders;NOR;88.1;123.5;66.3;16;17.5;16.5;16.5;17.5;50.5;8;3.6;0.19;-2.1;118.3;15;1;18 NOV 2018;Wisla (POL)
FANNEMEL;Anders;NOR;88.8;127.5;73.5;16.5;17.5;17;16.5;16.5;50;10;0;-0.09;1.2;124.7;14;2;18 NOV 2018;Wisla (POL)
EISENBICHLER;Markus;GER;87.8;124.5;68.1;17;17;17;17;17;51;8;3.6;0.19;-2.1;120.6;10;1;18 NOV 2018;Wisla (POL)
EISENBICHLER;Markus;GER;88.3;123;65.4;16.5;17.5;17.5;17.5;17.5;52.5;10;0;-0.3;3.9;121.8;17;2;18 NOV 2018;Wisla (POL)
JOHANSSON;Robert;NOR;87.8;122.5;64.5;16.5;17.5;17.5;17.5;17.5;52.5;8;3.6;0.19;-2.1;118.5;14;1;18 NOV 2018;Wisla (POL)
JOHANSSON;Robert;NOR;88.5;125;69;17;17;17;17;17;51;10;0;-0.23;3;123;16;2;18 NOV 2018;Wisla (POL)
PEIER;Killian;SUI;88;122.5;64.5;17.5;17;17;17;17.5;51.5;9;0;-0.42;5.5;121.5;8;1;18 NOV 2018;Wisla (POL)
PEIER;Killian;SUI;88.1;124;67.2;18;17.5;18;17.5;17.5;53;10;0;0.05;-0.5;119.7;22;2;18 NOV 2018;Wisla (POL)
HUBER;Daniel;AUT;87.7;121.5;62.7;16.5;17;17;17;17;51;9;0;-0.05;0.7;114.4;22;1;18 NOV 2018;Wisla (POL)
HUBER;Daniel;AUT;88.3;124.5;68.1;17;18;17.5;17.5;17.5;52.5;10;0;-0.38;5;125.6;13;2;18 NOV 2018;Wisla (POL)
KOBAYASHI;Junshiro;JPN;87.4;122.5;64.5;17;17.5;17.5;17;17.5;52;8;3.6;0.04;-0.4;119.7;11;1;18 NOV 2018;Wisla (POL)
KOBAYASHI;Junshiro;JPN;88.1;122.5;64.5;16;17;17;17;17.5;51;10;0;-0.36;4.7;120.2;21;2;18 NOV 2018;Wisla (POL)
LANISEK;Anze;SLO;87.6;124.5;68.1;17.5;17.5;17;17.5;17;52;9;0;0.21;-2.3;117.8;17;1;18 NOV 2018;Wisla (POL)
LANISEK;Anze;SLO;88.2;121;61.8;17.5;17.5;17.5;17;17.5;52.5;10;0;-0.52;6.8;121.1;20;2;18 NOV 2018;Wisla (POL)
KRAFT;Stefan;AUT;87.4;119.5;59.1;16.5;16.5;16;17;17;50;8;3.6;-0.3;3.9;116.6;20;1;18 NOV 2018;Wisla (POL)
KRAFT;Stefan;AUT;88.6;118.5;57.3;17.5;17;17;17;17.5;51.5;10;0;-0.95;12.4;121.2;19;2;18 NOV 2018;Wisla (POL)
FREITAG;Richard;GER;87.8;120;60;16.5;16.5;16;16;16.5;49;8;3.6;0.12;-1.3;111.3;26;1;18 NOV 2018;Wisla (POL)
FREITAG;Richard;GER;88.3;122.5;64.5;17.5;17.5;18;17.5;17.5;52.5;10;0;-0.37;4.8;121.8;17;2;18 NOV 2018;Wisla (POL)
WOLNY;Jakub;POL;88;121;61.8;17;17;17;17;17.5;51;9;0;-0.19;2.5;115.3;21;1;18 NOV 2018;Wisla (POL)
WOLNY;Jakub;POL;88.2;120.5;60.9;17.5;17.5;17;17;17.5;52;10;0;-0.35;4.6;117.5;24;2;18 NOV 2018;Wisla (POL)
AIGNER;Clemens;AUT;88;119;58.2;17;17.5;17;17;17;51;9;0;-0.23;3;112.2;24;1;18 NOV 2018;Wisla (POL)
AIGNER;Clemens;AUT;88.5;121.5;62.7;17;17;17;17;17;51;10;0;-0.39;5.1;118.8;23;2;18 NOV 2018;Wisla (POL)
KOUDELKA;Roman;CZE;87.5;119;58.2;16.5;16.5;16.5;17;16.5;49.5;9;0;-0.16;2.1;109.8;30;1;18 NOV 2018;Wisla (POL)
KOUDELKA;Roman;CZE;88.3;119.5;59.1;16.5;16.5;16;16;16.5;49;10;0;-0.54;7.1;115.2;25;2;18 NOV 2018;Wisla (POL)
SEMENIC;Anze;SLO;87.9;123;65.4;17;17;16.5;16;16;49.5;8;3.6;0.44;-4.8;113.7;23;1;18 NOV 2018;Wisla (POL)
SEMENIC;Anze;SLO;88.9;116.5;53.7;16.5;17;16.5;16.5;16.5;49.5;10;0;-0.23;3;106.2;28;2;18 NOV 2018;Wisla (POL)
FETTNER;Manuel;AUT;88.1;119.5;59.1;16.5;17;17;17;17;51;9;0;-0.1;1.3;111.4;25;1;18 NOV 2018;Wisla (POL)
FETTNER;Manuel;AUT;88.5;116.5;53.7;16.5;17;17.5;16.5;17;50.5;10;0;-0.23;3;107.2;26;2;18 NOV 2018;Wisla (POL)
INSAM;Alex;ITA;88.2;119.5;59.1;16.5;17;16.5;17;17;50.5;9;0;-0.07;0.9;110.5;27;1;18 NOV 2018;Wisla (POL)
INSAM;Alex;ITA;88.6;120;60;16.5;17;16.5;16.5;17;50;10;0;0.33;-3.6;106.4;27;2;18 NOV 2018;Wisla (POL)
KOT;Maciej;POL;87.6;116;52.8;16.5;16.5;16;16.5;16.5;49.5;8;3.6;-0.33;4.3;110.2;29;1;18 NOV 2018;Wisla (POL)
KOT;Maciej;POL;88.3;111.5;44.7;16.5;16.5;16;16;16.5;49;10;0;-0.62;8.1;101.8;29;2;18 NOV 2018;Wisla (POL)
HLAVA;Lukas;CZE;87.8;122.5;64.5;16.5;17;16.5;17;17;50.5;9;0;0.43;-4.6;110.4;28;1;18 NOV 2018;Wisla (POL)
HLAVA;Lukas;CZE;88.2;113.5;48.3;16.5;16.5;16;16.5;16.5;49.5;10;0;-0.29;3.8;101.6;30;2;18 NOV 2018;Wisla (POL)
MAATTA;Jarkko;FIN;88.1;121.5;62.7;16.5;17;17;17;17;51;9;0;0.48;-5.2;108.5;31;1;18 NOV 2018;Wisla (POL)
HAYBOECK;Michael;AUT;88.1;116;52.8;16;16.5;16.5;16;16.5;49;8;3.6;-0.21;2.7;108.1;32;1;18 NOV 2018;Wisla (POL)
SCHULER;Andreas;SUI;88;118.5;57.3;17;17;17;16.5;17;51;9;0;0.03;-0.3;108;33;1;18 NOV 2018;Wisla (POL)
ITO;Daiki;JPN;88.3;115;51;16.5;16.5;16.5;16.5;16.5;49.5;9;0;-0.55;7.2;107.7;34;1;18 NOV 2018;Wisla (POL)
STJERNEN;Andreas;NOR;88.2;119;58.2;16;16.5;16.5;17;17;50;8;3.6;0.42;-4.5;107.3;35;1;18 NOV 2018;Wisla (POL)
TANDE;Daniel Andre;NOR;87.9;113;47.4;16.5;16.5;16;16.5;16.5;49.5;8;3.6;-0.34;4.4;104.9;36;1;18 NOV 2018;Wisla (POL)
BOYD-CLOWES;Mackenzie;CAN;88.4;114;49.2;16.5;16.5;16;16.5;16.5;49.5;9;0;-0.46;6;104.7;37;1;18 NOV 2018;Wisla (POL)
HULA;Stefan;POL;87.3;115;51;15.5;16;15.5;16;16;47.5;8;3.6;-0.15;2;104.1;38;1;18 NOV 2018;Wisla (POL)
PASCHKE;Pius;GER;87.8;115.5;51.9;16;16;16.5;16.5;16.5;49;9;0;-0.23;3;103.9;39;1;18 NOV 2018;Wisla (POL)
PAVLOVCIC;Bor;SLO;88.1;114.5;50.1;16;16;16;16;16;48;9;0;-0.42;5.5;103.6;40;1;18 NOV 2018;Wisla (POL)
NAGLIC;Tomaz;SLO;87.7;118;56.4;15.5;15.5;16;16;16;47.5;9;0;0.06;-0.6;103.3;41;1;18 NOV 2018;Wisla (POL)
BICKNER;Kevin;USA;87.7;113.5;48.3;16.5;16.5;16;16.5;16.5;49.5;9;0;-0.36;4.7;102.5;42;1;18 NOV 2018;Wisla (POL)
TAKEUCHI;Taku;JPN;87.8;113;47.4;16;16;16.5;16;15.5;48;9;0;-0.26;3.4;98.8;43;1;18 NOV 2018;Wisla (POL)
NAKAMURA;Naoki;JPN;87.5;114.5;50.1;16;16.5;16;16;16;48;9;0;0.33;-3.6;94.5;44;1;18 NOV 2018;Wisla (POL)
DESCHWANDEN;Gregor;SUI;87.8;109.5;41.1;15.5;16;16;16;16;48;9;0;-0.36;4.7;93.8;45;1;18 NOV 2018;Wisla (POL)
AMMANN;Simon;SUI;87.2;110.5;42.9;16;15.5;15.5;15;15.5;46.5;8;3.6;-0.05;0.7;93.7;46;1;18 NOV 2018;Wisla (POL)
ZOGRAFSKI;Vladimir;BUL;87.4;109.5;41.1;15;14.5;14.5;14.5;15.5;44;9;0;-0.26;3.4;88.5;47;1;18 NOV 2018;Wisla (POL)
SCHLIERENZAUER;Gregor;AUT;88.1;104.5;32.1;15.5;15.5;15.5;15.5;16;46.5;9;0;-0.04;0.5;79.1;48;1;18 NOV 2018;Wisla (POL)
KORNILOV;Denis;RUS;87.8;104.5;32.1;15.5;16;15.5;15.5;15.5;46.5;9;0;0.02;-0.2;78.4;49;1;18 NOV 2018;Wisla (POL)
KOBAYASHI;Ryoyu;JPN;87.1;140;96;19;19;18.5;18.5;19;56.5;9;0;0.35;-4.1;148.4;1;1;25 NOV 2018;Ruka (FIN)
KOBAYASHI;Ryoyu;JPN;86.4;147.5;109.5;16;17;15.5;16;17;49;8;16.5;1.11;-13;162;1;2;25 NOV 2018;Ruka (FIN)
WELLINGER;Andreas;GER;87.5;136;88.8;19.5;19;18.5;19;19;57;9;0;0.55;-6.4;139.4;2;1;25 NOV 2018;Ruka (FIN)
WELLINGER;Andreas;GER;87.9;145.5;105.9;19;19.5;19;19;19.5;57.5;10;0;1.23;-14.4;149;2;2;25 NOV 2018;Ruka (FIN)
STOCH;Kamil;POL;86.7;136.5;89.7;19.5;18.5;19;18;19;56.5;9;0;0.59;-6.9;139.3;3;1;25 NOV 2018;Ruka (FIN)
STOCH;Kamil;POL;87;144;103.2;18.5;19;18.5;18.5;19;56;10;0;1.12;-13.1;146.1;3;2;25 NOV 2018;Ruka (FIN)
PREVC;Domen;SLO;87.1;136.5;89.7;17.5;17.5;17.5;17;17;52;9;0;0.6;-7;134.7;5;1;25 NOV 2018;Ruka (FIN)
PREVC;Domen;SLO;87.4;142.5;100.5;18;18.5;17.5;18;18.5;54.5;10;0;1.27;-14.9;140.1;4;2;25 NOV 2018;Ruka (FIN)
ZYLA;Piotr;POL;87;133.5;84.3;18;17.5;17.5;18;17.5;53;9;0;0.25;-2.9;134.4;6;1;25 NOV 2018;Ruka (FIN)
ZYLA;Piotr;POL;87.3;139.5;95.1;18;18.5;18;18;18;54;10;0;0.81;-9.5;139.6;5;2;25 NOV 2018;Ruka (FIN)
LEYHE;Stephan;GER;87.9;136.5;89.7;18.5;18.5;19;18.5;18.5;55.5;9;0;0.77;-9;136.2;4;1;25 NOV 2018;Ruka (FIN)
LEYHE;Stephan;GER;87.8;137.5;91.5;18;18.5;19;18.5;18.5;55.5;10;0;1.22;-14.3;132.7;10;2;25 NOV 2018;Ruka (FIN)
JOHANSSON;Robert;NOR;87.3;134;85.2;17.5;18;17.5;18;17.5;53;9;0;0.68;-8;130.2;8;1;25 NOV 2018;Ruka (FIN)
JOHANSSON;Robert;NOR;88;139;94.2;18;19;18.5;19;18.5;56;10;0;1.06;-12.4;137.8;7;2;25 NOV 2018;Ruka (FIN)
GEIGER;Karl;GER;87.5;135;87;18.5;18.5;18.5;18.5;18.5;55.5;9;0;0.97;-11.3;131.2;7;1;25 NOV 2018;Ruka (FIN)
GEIGER;Karl;GER;87.9;138;92.4;17.5;18;17;18;18;53.5;10;0;0.83;-9.7;136.2;9;2;25 NOV 2018;Ruka (FIN)
FORFANG;Johann Andre;NOR;87.4;131.5;80.7;18.5;18;18;18;18;54;9;0;0.65;-7.6;127.1;11;1;25 NOV 2018;Ruka (FIN)
FORFANG;Johann Andre;NOR;87.4;137.5;91.5;18.5;19;19;18.5;19;56.5;10;0;0.88;-10.3;137.7;8;2;25 NOV 2018;Ruka (FIN)
KRAFT;Stefan;AUT;87;128;74.4;18.5;18;18;18;18;54;9;0;0.26;-3;125.4;14;1;25 NOV 2018;Ruka (FIN)
KRAFT;Stefan;AUT;87.6;139;94.2;18;18.5;19;18.5;18.5;55.5;10;0;0.92;-10.8;138.9;6;2;25 NOV 2018;Ruka (FIN)
ZAJC;Timi;SLO;86.2;130;78;19;18;18.5;18;18;54.5;9;0;0.66;-7.7;124.8;15;1;25 NOV 2018;Ruka (FIN)
ZAJC;Timi;SLO;86.6;135;87;18;18;18.5;18.5;18.5;55;10;0;0.92;-10.8;131.2;13;2;25 NOV 2018;Ruka (FIN)
KUBACKI;Dawid;POL;87.1;130;78;18.5;18;18;18;18.5;54.5;9;0;0.4;-4.7;127.8;10;1;25 NOV 2018;Ruka (FIN)
KUBACKI;Dawid;POL;87.7;133;83.4;17.5;18;18;17.5;18;53.5;10;0;0.87;-10.2;126.7;20;2;25 NOV 2018;Ruka (FIN)
WOLNY;Jakub;POL;86.8;125.5;69.9;18.5;17;18;17.5;18;53.5;9;0;0.1;-1.2;122.2;17;1;25 NOV 2018;Ruka (FIN)
WOLNY;Jakub;POL;87.1;134;85.2;18;18;19;18.5;18.5;55;10;0;0.7;-8.2;132;12;2;25 NOV 2018;Ruka (FIN)
FREITAG;Richard;GER;87.1;126;70.8;19;18;17.5;18;18.5;54.5;9;0;0.39;-4.6;120.7;18;1;25 NOV 2018;Ruka (FIN)
FREITAG;Richard;GER;87.8;133.5;84.3;18.5;18.5;18;18.5;18.5;55.5;10;0;0.63;-7.4;132.4;11;2;25 NOV 2018;Ruka (FIN)
FETTNER;Manuel;AUT;87;124;67.2;18;17.5;17.5;17.5;17.5;52.5;9;0;0.07;-0.8;118.9;21;1;25 NOV 2018;Ruka (FIN)
FETTNER;Manuel;AUT;87.8;133;83.4;18;17.5;18;18.5;18;54;10;0;0.63;-7.4;130;15;2;25 NOV 2018;Ruka (FIN)
ASCHENWALD;Philipp;AUT;86.8;129;76.2;17.5;17;18;17.5;18;53;9;0;0.78;-9.1;120.1;19;1;25 NOV 2018;Ruka (FIN)
ASCHENWALD;Philipp;AUT;87.3;132;81.6;17.5;17.5;17;17.5;17;52;10;0;0.54;-6.3;127.3;19;2;25 NOV 2018;Ruka (FIN)
KOUDELKA;Roman;CZE;86.7;128.5;75.3;18.5;18;18.5;17.5;18;54.5;9;0;0.23;-2.7;127.1;11;1;25 NOV 2018;Ruka (FIN)
KOUDELKA;Roman;CZE;87.3;130;78;17.5;18;18;18;17.5;53.5;10;0;1.02;-11.9;119.6;25;2;25 NOV 2018;Ruka (FIN)
KOBAYASHI;Junshiro;JPN;86.6;123.5;66.3;17.5;17.5;17;17.5;17.5;52.5;9;0;0.25;-2.9;115.9;23;1;25 NOV 2018;Ruka (FIN)
KOBAYASHI;Junshiro;JPN;87.5;133;83.4;18;18.5;18;18;17.5;54;10;0;0.58;-6.8;130.6;14;2;25 NOV 2018;Ruka (FIN)
AIGRO;Artti;EST;86.3;130;78;17.5;17.5;18;17.5;18;53;9;0;0.46;-5.4;125.6;13;1;25 NOV 2018;Ruka (FIN)
AIGRO;Artti;EST;86.5;128.5;75.3;17.5;17.5;18;17.5;18;53;10;0;0.67;-7.8;120.5;23;2;25 NOV 2018;Ruka (FIN)
MOGEL;Zak;SLO;86.1;124.5;68.1;17.5;16.5;16.5;17;16.5;50;9;0;0.26;-3;115.1;24;1;25 NOV 2018;Ruka (FIN)
MOGEL;Zak;SLO;87;134.5;86.1;17.5;17.5;16.5;17;17.5;52;10;0;0.79;-9.2;128.9;17;2;25 NOV 2018;Ruka (FIN)
LANISEK;Anze;SLO;86.7;125.5;69.9;17;16.5;17;16.5;16.5;50;9;0;0.5;-5.9;114;26;1;25 NOV 2018;Ruka (FIN)
LANISEK;Anze;SLO;87.5;130;78;18;18;18;18;18;54;10;0;0.31;-3.6;128.4;18;2;25 NOV 2018;Ruka (FIN)
SIEGEL;David;GER;86.9;119;58.2;17.5;17;17.5;17;17.5;52;9;0;0;0;110.2;29;1;25 NOV 2018;Ruka (FIN)
SIEGEL;David;GER;87.5;128.5;75.3;18;18;18;18;18;54;10;0;0.01;-0.1;129.2;16;2;25 NOV 2018;Ruka (FIN)
NAKAMURA;Naoki;JPN;86.9;129.5;77.1;18.5;18;18;18;18.5;54.5;9;0;0.27;-3.2;128.4;9;1;25 NOV 2018;Ruka (FIN)
NAKAMURA;Naoki;JPN;87;123;65.4;17.5;17.5;17;17;17;51.5;10;0;0.56;-6.6;110.3;27;2;25 NOV 2018;Ruka (FIN)
TANDE;Daniel Andre;NOR;87.6;120.5;60.9;17.5;17.5;17.5;17.5;17;52.5;9;0;0.23;-2.7;110.7;28;1;25 NOV 2018;Ruka (FIN)
TANDE;Daniel Andre;NOR;88;127.5;73.5;17.5;18;18;18;17.5;53.5;10;0;0.05;-0.6;126.4;21;2;25 NOV 2018;Ruka (FIN)
EISENBICHLER;Markus;GER;87.3;124.5;68.1;18;17.5;17;17.5;17.5;52.5;9;0;0.17;-2;118.6;22;1;25 NOV 2018;Ruka (FIN)
EISENBICHLER;Markus;GER;87.6;124.5;68.1;17.5;17;16;17.5;16.5;51;10;0;0.39;-4.6;114.5;26;2;25 NOV 2018;Ruka (FIN)
KLIMOV;Evgeniy;RUS;87.5;129.5;77.1;18;18.5;17.5;18;18;54;9;0;0.68;-8;123.1;16;1;25 NOV 2018;Ruka (FIN)
KLIMOV;Evgeniy;RUS;88;125;69;17.5;18;17;17.5;17;52;10;0;1.02;-11.9;109.1;28;2;25 NOV 2018;Ruka (FIN)
GRANERUD;Halvor Egner;NOR;87.5;122.5;64.5;17.5;17.5;18;17;17.5;52.5;9;0;0.44;-5.1;111.9;27;1;25 NOV 2018;Ruka (FIN)
GRANERUD;Halvor Egner;NOR;88.4;126.5;71.7;17.5;17.5;17.5;17.5;17.5;52.5;10;0;0.38;-4.4;119.8;24;2;25 NOV 2018;Ruka (FIN)
PEIER;Killian;SUI;86.8;120;60;17.5;17.5;18;17;17.5;52.5;9;0;0.24;-2.8;109.7;30;1;25 NOV 2018;Ruka (FIN)
PEIER;Killian;SUI;87.7;126;70.8;17.5;17.5;18;18;18;53.5;10;0;0.26;-3;121.3;22;2;25 NOV 2018;Ruka (FIN)
MAATTA;Jarkko;FIN;87.2;128;74.4;17.5;17.5;17.5;17.5;18.5;52.5;9;0;1.05;-12.3;114.6;25;1;25 NOV 2018;Ruka (FIN)
MAATTA;Jarkko;FIN;87.8;120;60;17.5;16.5;16.5;16.5;17;50;10;0;0.16;-1.9;108.1;29;2;25 NOV 2018;Ruka (FIN)
SCHULER;Andreas;SUI;86.8;129;76.2;18;18;17.5;18;18.5;54;9;0;0.95;-11.1;119.1;20;1;25 NOV 2018;Ruka (FIN)
SCHULER;Andreas;SUI;87.4;117;54.6;17.5;17;16.5;17;16.5;50.5;10;0;0.18;-2.1;103;30;2;25 NOV 2018;Ruka (FIN)
FREUND;Severin;GER;87.1;120;60;17.5;17;17;17;17;51;9;0;0.13;-1.5;109.5;31;1;25 NOV 2018;Ruka (FIN)
ITO;Daiki;JPN;87.3;121.5;62.7;18;17.5;17;17;17;51.5;9;0;0.45;-5.3;108.9;32;1;25 NOV 2018;Ruka (FIN)
AALTO;Antti;FIN;87.2;120;60;17.5;17;16.5;16.5;17;50.5;9;0;0.2;-2.3;108.2;33;1;25 NOV 2018;Ruka (FIN)
HLAVA;Lukas;CZE;86.7;120;60;17.5;17;17;17;17.5;51.5;9;0;0.33;-3.9;107.6;34;1;25 NOV 2018;Ruka (FIN)
DESCHWANDEN;Gregor;SUI;86.9;121;61.8;17.5;17;17;17;17;51;9;0;0.47;-5.5;107.3;35;1;25 NOV 2018;Ruka (FIN)
PAVLOVCIC;Bor;SLO;87.4;118.5;57.3;17.5;16.5;17.5;16;16.5;50.5;9;0;0.08;-0.9;106.9;36;1;25 NOV 2018;Ruka (FIN)
DAMJAN;Jernej;SLO;86.5;118.5;57.3;17.5;16.5;17;16.5;16;50;9;0;0.12;-1.4;105.9;37;1;25 NOV 2018;Ruka (FIN)
KASAI;Noriaki;JPN;87.1;121.5;62.7;17.5;17.5;18;17.5;17.5;52.5;9;0;0.82;-9.6;105.6;38;1;25 NOV 2018;Ruka (FIN)
NAZAROV;Mikhail;RUS;87.1;121.5;62.7;16.5;16.5;16.5;16.5;17;49.5;9;0;0.6;-7;105.2;39;1;25 NOV 2018;Ruka (FIN)
FANNEMEL;Anders;NOR;87.5;117;54.6;17;17;16;17;17;51;9;0;0.24;-2.8;102.8;40;1;25 NOV 2018;Ruka (FIN)
AIGNER;Clemens;AUT;87;117.5;55.5;16.5;16.5;16.5;16;16.5;49.5;9;0;0.23;-2.7;102.3;41;1;25 NOV 2018;Ruka (FIN)
POLASEK;Viktor;CZE;86.5;115.5;51.9;17.5;17;16.5;17;17;51;9;0;0.09;-1.1;101.8;42;1;25 NOV 2018;Ruka (FIN)
KOZISEK;Cestmir;CZE;86.9;117.5;55.5;17;16.5;16.5;17;16.5;50;9;0;0.59;-6.9;98.6;43;1;25 NOV 2018;Ruka (FIN)
HULA;Stefan;POL;86.6;112;45.6;17;17;17;16.5;16.5;50.5;9;0;-0.15;2.1;98.2;44;1;25 NOV 2018;Ruka (FIN)
BOYD-CLOWES;Mackenzie;CAN;87.1;114.5;50.1;17.5;17;17;16.5;16.5;50.5;9;0;0.24;-2.8;97.8;45;1;25 NOV 2018;Ruka (FIN)
HUBER;Daniel;AUT;87;113.5;48.3;17;17;16.5;16.5;16;50;9;0;0.33;-3.9;94.4;46;1;25 NOV 2018;Ruka (FIN)
SEMENIC;Anze;SLO;87.2;109;40.2;15.5;15;15;15;14.5;45;9;0;0.42;-4.9;80.3;47;1;25 NOV 2018;Ruka (FIN)
ZOGRAFSKI;Vladimir;BUL;86;108.5;39.3;15.5;14.5;14.5;14.5;14.5;43.5;9;0;0.44;-5.1;77.7;48;1;25 NOV 2018;Ruka (FIN)
BICKNER;Kevin;USA;86.7;102.5;28.5;15.5;15.5;14.5;15.5;15;46;9;0;-0.22;3.1;77.6;49;1;25 NOV 2018;Ruka (FIN)
STJERNEN;Andreas;NOR;88.1;83.5;-5.7;13;13;12;12.5;12;37.5;9;0;1.46;-17.1;14.7;50;1;25 NOV 2018;Ruka (FIN)
FORFANG;Johann Andre;NOR;86.6;135.5;87.9;18.5;18.5;18.5;18.5;18.5;55.5;5;0;1.1;-10.9;132.5;3;1;1 DEC 2018;Nizhny Tagil (RUS)
FORFANG;Johann Andre;NOR;86.5;129;76.2;18.5;18.5;18;18.5;18;55;5;0;-0.06;0.7;131.9;2;2;1 DEC 2018;Nizhny Tagil (RUS)
ZYLA;Piotr;POL;86;133;83.4;18.5;18.5;18.5;18.5;18.5;55.5;4;4.9;0.95;-9.4;134.4;2;1;1 DEC 2018;Nizhny Tagil (RUS)
ZYLA;Piotr;POL;86.2;131;79.8;18.5;18.5;18.5;18.5;18.5;55.5;5;0;0.56;-5.5;129.8;3;2;1 DEC 2018;Nizhny Tagil (RUS)
KOBAYASHI;Ryoyu;JPN;86;134;85.2;18.5;18.5;19;18.5;18.5;55.5;4;4.9;0.88;-8.7;136.9;1;1;1 DEC 2018;Nizhny Tagil (RUS)
KOBAYASHI;Ryoyu;JPN;86.4;130;78;18;18;18;18.5;18.5;54.5;5;0;0.75;-7.4;125.1;4;2;1 DEC 2018;Nizhny Tagil (RUS)
LEYHE;Stephan;GER;86.6;129.5;77.1;18;17.5;17.5;17;17.5;52.5;4;4.9;1.37;-13.6;120.9;11;1;1 DEC 2018;Nizhny Tagil (RUS)
LEYHE;Stephan;GER;86.9;134;85.2;18.5;19;18.5;19;18.5;56;5;0;0.93;-9.2;132;1;2;1 DEC 2018;Nizhny Tagil (RUS)
