,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,0,0.0,557634042.0,0.0,557634042
1,1000,0.07208786300179781,416823851.0,338.38605924100557,120005217
2,2000,0.14396976299758535,358195370.0,674.8118038690009,98071595
3,5000,0.35888277299818583,289156373.0,1618.7176822350011,91738250
4,10000,0.7172311550020822,248453985.0,3198.847414101001,91732230
5,20000,1.4349904940027045,208589533.0,6443.457696758,91732230
