,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,0,0.0,309636.0,0.0,309636
1,1000,0.07476252200103772,246557.0,126.5867387310027,59229
2,2000,0.15210854800170637,214729.0,247.9174770940008,54175
3,5000,0.3800865990015154,174714.0,607.610627789003,52805
4,10000,0.7788688150012604,147431.0,1200.9866796290007,51500
5,20000,1.510789129000841,127331.0,2359.1713842730023,48833
