,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1,0.0,26280.0,0.0,26280
1,5,0.00040634300239617005,26280.0,0.03318491299796733,20166
2,10,0.0010326460032956675,25914.0,0.07588846100043156,16261
3,20,0.0018631530001584906,24066.0,0.15185484399989946,12872
4,30,0.0027084170033049304,23642.0,0.23538677699980326,10769
5,50,0.004427738000231329,22079.0,0.38859087499804446,9287
6,70,0.006018490003043553,19570.0,0.5036297869992268,9276
7,100,0.008457450003334088,18367.0,0.6820569689989497,9276
8,200,0.017940136000106577,18104.0,1.2732054909974977,9276
9,300,0.024685758002306102,16314.0,1.8654452279988618,9276
10,500,0.03835407400038093,14904.0,3.0277359879983123,9276
