,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1,0.0,26280.0,0.0,26280
1,100,0.006581975001608953,18367.0,0.649757954000961,9276
2,250,0.016497687996889,17369.0,1.4991149169945857,9276
3,500,0.03284790200268617,14904.0,2.905092141998466,9276
4,750,0.049118502996861935,14081.0,4.321808754997619,9276
5,1000,0.06539294899994275,13793.0,5.744987045000016,9276
6,1250,0.08149108199722832,13541.0,7.143645904994628,9276
7,1500,0.09754632799740648,13009.0,8.570102590994793,9276
8,1750,0.11357975399732823,12908.0,9.974248089994944,9276
9,2000,0.12963264100108063,12668.0,11.379952442999638,9276
10,2500,0.16159342500031926,12436.0,14.200534509000136,9276
11,5000,0.3201673790026689,11407.0,28.321060085996578,9276
12,7500,0.47854767899843864,11373.0,42.470024236994504,9276
13,10000,0.6367459780012723,11373.0,56.657207030999416,9276
14,12500,0.7955418359997566,11373.0,70.7638966089944,9276
15,15000,0.9541093610023381,11373.0,84.88330137199955,9276
16,17500,1.1123662019963376,11373.0,99.09207237599912,9276
17,20000,1.2710962229975848,11374.0,113.22880611199798,9276
