,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1,0.0,22205.0,0.0,22205
1,100,0.006533732001116732,19244.0,0.5914399809989845,11524
2,250,0.01676453799882438,15896.0,1.403173307000543,11524
3,500,0.0348664880002616,15010.0,2.8066769879987987,11524
4,750,0.05110294200130738,14114.0,4.243665867001255,11524
5,1000,0.06768517900127335,14114.0,5.650840967999102,11525
6,1250,0.08377121699959389,13287.0,7.083393610999337,11524
7,1500,0.10001191400078824,12807.0,8.457842334999441,11524
8,2000,0.13542168099957053,12507.0,11.450072669002111,11524
9,5000,0.3247195809999539,10479.0,28.471265445001336,11524
