,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1000,0.08386591499947826,421009368.0,392.32527569599915,119685802
1,2000,0.15318804699927568,361086226.0,696.938259751998,96498522
2,5000,0.37294273099905695,291120632.0,1688.8561817849986,87814745
3,10000,0.72673321399634,233365698.0,3444.38431881,91546403
4,20000,1.4711089839984197,205625275.0,7152.3469439529945,91768675
