,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,1000,0.07559281200155965,415401038.0,361.5152048300006,120005217
1,2000,0.14783559699935722,363727802.0,707.4961855309994,95340617
2,5000,0.36883545400269213,288269412.0,1686.750590448999,92262421
3,10000,0.7313595380001061,247546198.0,3395.34475801,89348912
4,20000,1.432431209999777,204364941.0,7012.002077443001,87829923
