,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,0,0.0,309636.0,0.0,309636
1,1000,0.0706344780010113,359713.0,120.98110572699807,68553
2,2000,0.15324259499902837,368701.0,240.02043475499886,58548
3,5000,0.35653389700019034,384024.0,590.8276649590007,52577
4,10000,0.694549856998492,372009.0,1175.6505130660007,51749
5,20000,1.3746573540011013,392409.0,2334.4463839519995,50548
