,Num_steps,Time_non,Distance_non,Time_loc,Distance_loc
0,0,0.0,557634042.0,0.0,557634042
1,1000,0.0769334849974257,421177974.0,335.80598171100064,119580861
2,2000,0.1500852129975101,367537077.0,669.3823774429984,97582718
3,5000,0.36761314999967,292659487.0,1569.738515285997,88779297
4,10000,0.7304493179981364,242870560.0,3166.4814555899975,88775601
5,20000,1.4572388449996652,208082800.0,6486.822132446996,88775605
